"gamename","categoryname","platformname","regionname","place","time","date","video","comment"
"QuackShot Starring Donald Duck","Any%","Sega Genesis","USA / NTSC",26,1892.0,"2019-02-10","https://www.youtube.com/watch?v=5jTo3HUytZY","Played on a Genesis v2 with a MED.    Game start at segment time 29.97  Dialog box at segment time 32:02.94"
"Goof Troop","Max","Super Nintendo","USA / NTSC",56,2347.0,"2019-02-10","https://www.youtube.com/watch?v=o_cwRtUATnU","Played on a SNS-001 with a SD2SNES.    Character selected at segment time 0.04  Stage clear at segment time 39:07.62    No IGT as this was in a multi-game race :-("
"Mickey's Dangerous Chase","Any%","Game Boy Color","USA / NTSC",13,1257.0,"2019-01-30","https://www.youtube.com/watch?v=JBuZl3L83nQ","Played on BizHawk version 2.3.0 (x64) using Gambatte core."
"The Lucky Dime Caper Starring Donald Duck","Beat the Game","Sega Master System","BRA / PAL",7,1194.0,"2019-01-27","https://www.youtube.com/watch?v=HK8mLUSn85k","Played on a Genesis v2 with a Mega Everdrive."
"The Terminator (Virgin Game / Sega)","Any% Easy","Sega Genesis","USA / NTSC",12,508.0,"2019-01-26","https://www.youtube.com/watch?v=TZve86kbHvo","Played on a Genesis v2 with a Mega Everdrive"
"F-22 Interceptor","Ace's Challenge - Cadet","Sega Genesis","USA / NTSC",1,229.0,"2019-01-26","https://www.youtube.com/watch?v=pm6BztjL7fk","Played on a Genesis v2 with an original cart."
"F-117 Night Storm","Arcade","Sega Genesis","USA / NTSC",1,573.0,"2019-01-26","https://www.youtube.com/watch?v=EVxa8gujU_o","Played on a Genesis v2 with an original cart."
"Ikaruga","Level 1 - 1CC - Single player","Dreamcast","",2,1352.34,"2019-01-22","https://www.youtube.com/watch?v=e5fLJU85dNM","Played on a Dreamcast.  Some time losing mistakes, but getting better!     Gained control - 0.44  End text appears over white background - 22:32.78"
"Gargoyles","Easy Any%","Sega Genesis","USA / NTSC",10,1409.0,"2019-01-22","https://www.youtube.com/watch?v=1iD3EhwMw54","Played on a Genesis v2 with a MED.     Gain control - 0.92  Final hit to Demona - 23:30.35"
"DuckTales 2 (NES)","Any%","Nintendo Entertainment System","USA / NTSC",85,665.0,"2019-01-13","https://www.youtube.com/watch?v=XK3S535Rwz0","Played on a front-loader with an EDN8 "
"Marble Madness (NES)","Any%","Nintendo Entertainment System","USA / NTSC",82,211.0,"2019-01-03","https://www.youtube.com/watch?v=LQ42Q5pYnf8","Played on a front-loader with an original cart."
"Magical Chase","Rough","TurboGrafx-16/PC Engine","USA / NTSC",1,1642.0,"2019-01-03","https://www.youtube.com/watch?v=BtYhCiNz9mc","Played on a TG-16 with a TBED."
"Magical Chase","Breeze","TurboGrafx-16/PC Engine","USA / NTSC",1,593.0,"2019-01-03","https://www.youtube.com/watch?v=i6rMbAL74CA","Played on a TG-16 with a TBED."
"DuckTales (NES)","Any%","Nintendo Entertainment System","USA / NTSC",145,466.0,"2019-01-01","https://www.twitch.tv/videos/357577896","Played on a front-loader with an EDN8.    Twitch highlight: https://www.twitch.tv/videos/357577896"
"John Elway's Quarterback","Any%","Nintendo Entertainment System","USA / NTSC",1,587.0,"2018-12-23","https://www.youtube.com/watch?v=aeqMuUv6IPc","Played on a front-loader with original cart.    Field appears - 0.94  End of Game appears - 9:48.53  "
"Major League Baseball","Win Game (1P)","Nintendo Entertainment System","",2,934.0,"2018-12-18","https://www.youtube.com/watch?v=tNGKk-cbJbQ","Played on a front-loader with original cart.    Play Ball - 1.56  Game Over - 15:36.04  "
"Duck Hunt","500,000 Points (Game C)","Nintendo Entertainment System","USA / NTSC",5,561.0,"2018-12-16","https://www.youtube.com/watch?v=LKgcVCOvyhY","Played on a front-loader with original cart."
"Hogan's Alley","50000 Points","Nintendo Entertainment System","USA / NTSC",14,200.0,"2018-12-16","https://youtu.be/ZsLyY-VpcpQ","Played on a front-loader with an EDN8."
"Hogan's Alley","50000 Points","Nintendo Entertainment System","USA / NTSC",11,324.0,"2018-12-16","https://www.youtube.com/watch?v=j4hzYop_iyE","Played on a front-loader with an EDN8."
"Duck Hunt","250,000 Points (Game B)","Nintendo Entertainment System","USA / NTSC",14,407.0,"2018-12-16","https://www.youtube.com/watch?v=g6zoNIfksGw","Played on a front-loader with original cart."
"Duck Hunt","250,000 Points (Game C)","Nintendo Entertainment System","USA / NTSC",13,343.0,"2018-12-16","https://www.youtube.com/watch?v=OMdghVDyVko","Played on a front-loader with original cart."
"Duck Hunt","100,000 Points (Game B)","Nintendo Entertainment System","USA / NTSC",42,188.0,"2018-12-16","https://www.youtube.com/watch?v=arZaeJmRSTY","Played on a front-loader with original cart."
"Duck Hunt","500,000 Points (Game B)","Nintendo Entertainment System","USA / NTSC",7,740.0,"2018-12-16","https://www.youtube.com/watch?v=BbL7ncmH61A","Played on a front-loader with original cart."
"Hogan's Alley","50000 Points","Nintendo Entertainment System","USA / NTSC",9,55.26,"2018-12-16","https://www.youtube.com/watch?v=LXdfw9TRCws","Played on a front-loader with an EDN8."
"Castlevania (NES)","Any%","Nintendo Entertainment System","USA / NTSC",183,831.0,"2018-11-26","https://www.youtube.com/watch?v=AbC51dx51J8","Played on an EDN8 in a front-loader."
"Super C","Any%","Nintendo Entertainment System","USA / NTSC",47,877.0,"2018-11-15","https://www.youtube.com/watch?v=-_829pCjjkM","Played on a EDN8 in a front-loader."
"Karnov","Any%","Nintendo Entertainment System","USA / NTSC",24,589.0,"2018-11-04","https://www.youtube.com/watch?v=nrR6qez9Nfo","Looks like a 49 to me    (baldnate edit: whoops, marked it as emu but I played it on a front-loader)"
"Battle Mania: Daiginjo","Any%","Sega Genesis","JPN / NTSC",1,2428.0,"2018-10-27","https://www.youtube.com/watch?v=ahGha5DdVHQ","None"
"Iron Blood","Levels 1 through 3","MS-DOS","USA / NTSC",2,647.0,"2018-10-22","https://www.youtube.com/watch?v=FklqwI4Glgs","None"
"Lemmings","Fun","Nintendo Entertainment System","USA / NTSC",7,3682.0,"2018-10-22","https://youtu.be/_hVAh2fezlU","The NES version is pretty bad, but every game deserves a run.    Should be easy to beat if anyone else is willing to play it."
"Lemmings","Fun","Sega Master System","USA / NTSC",2,4984.0,"2018-10-22","https://www.youtube.com/watch?v=Puo8-CSgxlA","should be easy to beat"
"Mercs (Genesis)","Arcade - Normal","Sega Genesis","USA / NTSC",6,648.0,"2018-10-18","https://www.youtube.com/watch?v=lq9fzj5L2PI&feature=youtu.be","Control gained at .18  Control lost at 10:48.84    Mic was accidentally left muted :-("
"Fantasy Zone (TG16)","Any%","TurboGrafx-16/PC Engine","USA / NTSC",1,520.0,"2018-10-14","https://www.youtube.com/watch?v=3P8zQtJd084","Start: 0.27  End: 8:40.54"
"Guerrilla War","Any% (Easy)","Nintendo Entertainment System","JPN / NTSC",4,921.0,"2018-10-08","https://youtu.be/8A87JOnRE-E","Played on a front-loader NES with an EDN8.    Start time 0.12  End time 15:22.07"
"Star Evil (Pubby)","Any%","Nintendo Entertainment System","USA / NTSC",1,133.0,"2018-10-07","https://www.youtube.com/watch?v=xunQsGZr9eA","Played on a front-loader NES with an EDN8.     Start time 0.12  End time 2.13.86"
"Guerrilla War","Any% (Hard)","Nintendo Entertainment System","JPN / NTSC",3,945.0,"2018-09-16","https://www.youtube.com/watch?v=vTe7cl29NbU","Played on a front-loader NES with an EDN8."
"Strider (NES)","Zipless","Nintendo Entertainment System","USA / NTSC",1,1740.77,"2018-08-31","https://www.youtube.com/watch?v=xAW9a_Lp3Sk","Played on BizHawk 2.3.0"
"Strider (NES)","TG ruleset","Nintendo Entertainment System","USA / NTSC",1,1858.0,"2018-08-31","https://youtu.be/O30Qy6FOWHM","Played on BizHawk 2.3.0"
"Arcticfox","Beginner Mode","MS-DOS","USA / NTSC",1,96.0,"2018-08-21","https://www.youtube.com/watch?v=qfmgNdIpJyQ","Played in DOSBox."
"Breakthru","Any%","Nintendo Entertainment System","USA / NTSC",2,400.81,"2018-08-20","https://www.youtube.com/watch?v=KuKfgFBsdKc","Played on BizHawk 2.3.0    Control gained at -0.04  Control lost at 6:40.77"
"Syndicate","any%","MS-DOS","",1,18515.0,"2018-08-11","https://www.youtube.com/watch?v=ZBLLLGjyg6Q","Played in DOSBox."
"Alley Cat","Kiss Felicia","MS-DOS","",3,19.0,"2018-08-06","https://youtu.be/cp3EZ0REPOI","None"
"Alley Cat","Have Kittens","MS-DOS","",2,52.0,"2018-08-06","https://youtu.be/7Yoy5R0F1Zs","None"
"Super Dodge Ball","100% (Difficult)","Nintendo Entertainment System","USA / NTSC",5,685.0,"2018-07-26","https://www.youtube.com/watch?v=pclnFcrrmx4","Played in BizHawk."
"Super Dodge Ball","Any% (Difficult)","Nintendo Entertainment System","USA / NTSC",2,502.0,"2018-07-25","https://www.youtube.com/watch?v=N12oZknURTs","Played on BizHawk."
"Galaga 88/90","First Dimension","TurboGrafx-16/PC Engine","USA / NTSC",2,775.0,"2018-07-24","https://www.youtube.com/watch?v=TMe4GvLur-Y","Played in BizHawk.  Sub 13!"
"Columns","Level 10","Sega Genesis","USA / NTSC",5,448.0,"2018-07-21","https://youtu.be/9X6FJoIUB-M","Played on BizHawk."
"Galaga 88/90","Any%","TurboGrafx-16/PC Engine","USA / NTSC",1,813.0,"2018-07-20","https://www.youtube.com/watch?v=kpsFoGXaY3w","Played on BizHawk.  Two hits."
"Astrosmash","20,000 Points","Intellivision","USA / NTSC",1,278.0,"2018-07-18","https://www.youtube.com/watch?v=yoah3g5Cibw","Played on BizHawk."
"Astrosmash","100,000 Points","Intellivision","USA / NTSC",2,973.0,"2018-07-18","https://www.youtube.com/watch?v=7xfIUbiyHkE","Played on BizHawk"
"Galaga 88/90","Fourth Dimension","TurboGrafx-16/PC Engine","USA / NTSC",1,901.0,"2018-07-16","https://www.youtube.com/watch?v=2SXQ25pL9hA","Played on BizHawk.  Deathless."
"Galaga 88/90","Second Dimension","TurboGrafx-16/PC Engine","USA / NTSC",2,821.0,"2018-07-16","https://www.youtube.com/watch?v=yNJN9Zt6oqY","Played on BizHawk."
"Galaga 88/90","Third Dimension","TurboGrafx-16/PC Engine","USA / NTSC",1,828.0,"2018-07-16","https://www.youtube.com/watch?v=ZEk4Ap419Xk","Played on BizHawk."
"Columns","Level 100","Sega Genesis","USA / NTSC",8,3443.0,"2018-07-15","https://www.youtube.com/watch?v=CCbl_HJh5s0","Starting frame: 366  Ending frame: 206694  Total frames: 206329  Run time: 57m 23s    Played on BizHawk."
"Columns","100k Points","Sega Genesis","USA / NTSC",8,370.0,"2018-07-13","https://www.youtube.com/watch?v=98EADzh2ouU","Played on BizHawk."
"Columns","Level 10","Sega Genesis","USA / NTSC",7,394.0,"2018-07-09","https://www.youtube.com/watch?v=kiIYqYoadWQ","Used BizHawk"
"Columns","100k Points","Sega Genesis","USA / NTSC",4,629.0,"2018-07-09","https://www.youtube.com/watch?v=KjGjSesXYu4","Used BizHawk"
"Columns","Level 10","Sega Genesis","USA / NTSC",10,288.0,"2018-07-09","https://www.youtube.com/watch?v=2REW16iqBq0","Used BizHawk."
"Columns","Arcade","Sega Genesis","USA / NTSC",3,3.0,"2018-07-09","https://www.youtube.com/watch?v=kNmEiP6iI-w","Played on BizHawk"
"Columns","Arcade","Sega Genesis","USA / NTSC",7,7.0,"2018-07-09","https://www.youtube.com/watch?v=vAwQKb-qZTk","Used BizHawk."
"Columns","Arcade","Sega Genesis","USA / NTSC",3,3.0,"2018-07-08","https://www.youtube.com/watch?v=O4rTn3eMGps","Played on BizHawk"
"Contra","Any%","Nintendo Entertainment System","USA / NTSC",104,658.0,"2018-07-04","https://www.youtube.com/watch?v=4XfuvumdvX4","Used BizHawk 2.2.2."
"Whomp 'Em","Any%","Nintendo Entertainment System","USA / NTSC",25,1055.0,"2018-06-11","https://www.youtube.com/watch?v=sdHeKcb2PrM","Used FCEUX to whomp them."
"Tetris (NES)","100 Lines","Nintendo Entertainment System","USA / NTSC",144,349.0,"2018-06-03","https://www.youtube.com/watch?v=Arwu8BhbDGk","Used FCEUX"
"Spartan X 2","Normal","Nintendo Entertainment System","JPN / NTSC",17,459.0,"2018-06-03","https://www.youtube.com/watch?v=Eq3vwFcnchc","Used FCEUX."
"Contra","Low%","Nintendo Entertainment System","USA / NTSC",20,834.0,"2018-05-28","https://www.youtube.com/watch?v=XXb3fc_WVEY","Used FCEUX"
"Elevator Action","Single Loop","Arcade","USA / NTSC",2,581.0,"2018-05-20","https://youtu.be/c4xeSA0Ey9s","so many actions"
"Space Hawk","200,000 Points","Intellivision","USA / NTSC",1,1382.0,"2018-05-19","https://www.twitch.tv/videos/263006114","None"
"Space Hawk","1,000,000 Points","Intellivision","USA / NTSC",1,4667.0,"2018-05-19","https://www.youtube.com/watch?v=AphsieEx4wU","None"
"BurgerTime (Intellivision)","1 Loop","Intellivision","USA / NTSC",2,419.0,"2018-05-16","https://www.youtube.com/watch?v=cHty2DbOs4w","time for burger"
"Advanced Dungeons & Dragons: Cloudy Mountain","100%","Intellivision","USA / NTSC",2,151.0,"2018-05-13","https://www.youtube.com/watch?v=ZWrsbxmEPaU","None"
"Advanced Dungeons & Dragons: Cloudy Mountain","Glitchless","Intellivision","USA / NTSC",3,101.0,"2018-05-13","https://www.youtube.com/watch?v=FdFGbRdXkqw","beginning 0:14  end 1:55.07"
"Advanced Dungeons & Dragons: Cloudy Mountain","Any%","Intellivision","USA / NTSC",3,42.0,"2018-05-13","https://www.youtube.com/watch?v=DFHkmdtZN38","None"
"Shark! Shark!","Reach Size 5","PC","USA / NTSC",1,24.96,"2018-05-12","https://youtu.be/cgapXME-XCE","Played on Intellivision Intellipack 3 on PC."
"Shark! Shark!","100,000 Points","Intellivision","USA / NTSC",3,1190.0,"2018-05-11","https://youtu.be/dm0_jchV8W8","Used BizHawk emulator."
"Shark! Shark!","100,000 Points","PC","USA / NTSC",1,820.0,"2018-05-11","https://www.youtube.com/watch?v=HOQIUBd0fak","Used Intellipack 3 emulator on PC"
"Columns II: The Voyage Through Time","Survival","Arcade","JPN / NTSC",2,7.0,"2018-05-10","https://www.youtube.com/watch?v=dTftf1rf07o","None"
"Columns II: The Voyage Through Time","Score","Arcade","JPN / NTSC",2,17.173,"2018-05-10","https://www.youtube.com/watch?v=ADanxSvESNg","None"
"Columns II: The Voyage Through Time","Stage 5","Arcade","JPN / NTSC",3,228.0,"2018-05-10","https://www.youtube.com/watch?v=nHJM0Hgg-m8","None"
"Shark! Shark!","Reach Size 5","Intellivision","USA / NTSC",1,27.01,"2018-05-06","https://www.twitch.tv/videos/258628425","None"
"King Kong 2: Ikari no Megaton Punch","Any%","Nintendo Entertainment System","JPN / NTSC",20,208.0,"2018-05-05","https://www.youtube.com/watch?v=vYxdSuZ3j6g","_LKstyle intensifies_"
"Super Dodge Ball","100% (Normal)","Nintendo Entertainment System","USA / NTSC",7,434.0,"2018-05-05","https://www.youtube.com/watch?v=hqRDYQkrhjU","None"
"RoboCop (NES)","Any%","Nintendo Entertainment System","USA / NTSC",5,630.0,"2018-04-29","https://www.youtube.com/watch?v=3bULhRHASMI","THANK YOU FOR YOUR COOPERATION"
"Double Dragon (NES)","Any%","Nintendo Entertainment System","USA / NTSC",9,732.0,"2018-04-23","https://www.youtube.com/watch?v=VZr8v4fDVhU","First PB in 2018, using race safety strats."
"Time Pilot","1-Loop ","Arcade","USA / NTSC",2,239.59,"2018-04-20","https://www.youtube.com/watch?v=H8wRHuHTD10","None"
"Ice Trek","1 Loop","Intellivision","USA / NTSC",1,193.0,"2018-04-10","https://www.youtube.com/watch?v=mD7Wb-Cr8Aw","ICE TREK DANCEE"
"Bongo","any%","Arcade","",1,175.0,"2018-04-02","https://www.youtube.com/watch?v=uWP7GuYzWos","BONGO DANCE  BALDNATE DANCE"
"Super Dodge Ball","Any% (Normal)","Nintendo Entertainment System","USA / NTSC",4,448.0,"2018-03-25","https://www.youtube.com/watch?v=WVmhuHofejM","None"
"Night Stalker","80,000 Points","Intellivision","USA / NTSC",1,699.0,"2018-03-17","https://www.twitch.tv/videos/239884329","I missed up my split timing by hitting the last split way too early.  The time in the video title and LB submission is based on looking at the video time of the start and stop."
"Tron: Deadly Discs","1,000,000 Points","Intellivision","USA / NTSC",2,307.0,"2018-03-13","https://www.twitch.tv/videos/238583006","None"
"Space Hawk","1,000,000 Points","Intellivision","USA / NTSC",1,3375.0,"2018-03-09","https://www.twitch.tv/videos/237158335","None"
"Kirby's Star Stacker","Round Clear","Game Boy","USA / NTSC",10,802.0,"2018-03-04","https://www.twitch.tv/videos/235014770","Set during the Tiny Ten Remix"
"Space Hawk","200,000 Points","Intellivision","USA / NTSC",1,1012.0,"2018-03-04","https://www.twitch.tv/videos/235399366","None"
"Atlantis","Beat Day 11","Intellivision","USA / NTSC",1,1203.0,"2018-03-04","https://www.twitch.tv/videos/235402760","None"
"Kid Niki GB","Any%","Game Boy","JPN / NTSC",11,953.0,"2018-03-04","https://www.twitch.tv/videos/234665862","Last place on the LB!  Maybe one day I'll practice up for a deathless run."
"Super Mario Land 2: 6 Golden Coins","Any% Glitchless","Game Boy","USA / NTSC",128,2334.5,"2018-03-04","https://www.twitch.tv/videos/235023424","Set during the Tiny Ten Remix"
"Ninja Gaiden Shadow","Any%","Game Boy","USA / NTSC",27,1048.0,"2018-03-04","https://www.twitch.tv/videos/235021805","Set during the Tiny Ten Remix."
"Avenging Spirit","Any%","Game Boy","USA / NTSC",10,612.0,"2018-03-03","https://www.twitch.tv/videos/234665252","Maybe after a break I'll want to come back and clean this up."
"Tron: Deadly Discs","Destroy the Recognizer","Intellivision","USA / NTSC",1,22.65,"2018-02-27","https://www.twitch.tv/videos/233617452","Start Time: 42:10.49  End Time: 42:33.14  Duration: 22.65    Still room for improvement!"
"Talespin (GB)","Any%","Game Boy","USA / NTSC",12,609.0,"2018-02-26","https://www.twitch.tv/videos/232964854","None"
"Tron: Deadly Discs","100,000 Points","Intellivision","USA / NTSC",2,143.83,"2018-02-24","https://www.twitch.tv/videos/232889650","None"
"The Little Mermaid (GB)","Any%","Game Boy","USA / NTSC",11,419.29,"2018-02-19","https://www.twitch.tv/videos/230713699","Sub-7 wooooooooooo!"
"Renegade (NES)","Easy","Nintendo Entertainment System","USA / NTSC",20,336.0,"2018-02-08","https://www.twitch.tv/videos/227174584","still improving"
"Titenic","Any%","Nintendo Entertainment System","",6,289.0,"2018-02-03","https://www.twitch.tv/videos/225527520","Still working it down."
"Super Dodge Ball","Beanball","Nintendo Entertainment System","USA / NTSC",4,70.0,"2018-02-02","https://www.twitch.tv/videos/225191887","It's a start."
"Trip World","Beat the Game","","EUR / PAL",44,613.0,"2018-01-28","https://www.twitch.tv/videos/223533084","None"
"Strider (NES)","Any%","Nintendo Entertainment System","USA / NTSC",8,233.99,"2018-01-15","https://www.twitch.tv/videos/219078457","got the air zip. no screen wrap, no yggy quick kill.  lot's of slop that the air zip made up for, but a sub-4 is a sub-4.    Using FCEUX."
"Kung-Fu Master","Any%","","USA / NTSC",14,298.0,"2018-01-07","https://www.twitch.tv/videos/216533499","Moelle: Think it was an 4m58s so I edited it."
"Sunman","any%","Nintendo Entertainment System","USA / NTSC",3,704.0,"2018-01-06","https://www.twitch.tv/videos/216134478","None"
"ToeJam & Earl","Random World","Sega Genesis","USA / NTSC",32,4977.0,"2017-12-30","https://www.twitch.tv/videos/214265491","None"
"Millipede","10 Rounds","Nintendo Entertainment System","USA / NTSC",4,67.0,"2017-12-29","https://www.twitch.tv/videos/213610197","None"
"Rygar (NES)","Any%","Nintendo Entertainment System","USA / NTSC",19,480.0,"2017-12-29","https://youtu.be/9kLxBo2QFvo","So close to sub-8. Second try Euruga.    (25Mar2018 edit: video link moved to youtube as twitch video link has died for some reason)"
"River City Ransom","Novice","Nintendo Entertainment System","USA / NTSC",26,543.0,"2017-12-11","https://www.twitch.tv/videos/208844153","Route: Grind up front, which appears to be 45ish seconds slower than the WR route.    Aside from the death warp, no deaths. Simon fight was messy. With a clean Simon (or better gang RNG), this probably would have been sub-9."
